TestNo,Username,Started.on,Completed,Time.taken,Grade.6.00,Q1_seed,Q1_problem,Q1_solution,Q1_mistakes,Q1_ans,Q1_validity,Q1_score,Q1_prt,Q2_seed,Q2_problem,Q2_solution,Q2_mistakes,Q2_ans,Q2_validity,Q2_score,Q2_prt,Q3_seed,Q3_problem,Q3_solution,Q3_mistakes,Q3_ans,Q3_validity,Q3_score,Q3_prt,Q4_seed,Q4_problem,Q4_solution,Q4_mistakes,Q4_ans,Q4_validity,Q4_score,Q4_prt,Q5_seed,Q5_problem,Q5_solution,Q5_mistakes,Q5_ans,Q5_validity,Q5_score,Q5_prt,Q6_seed,Q6_problem,Q6_solution,Q6_mistakes,Q6_ans,Q6_validity,Q6_score,Q6_prt,Q1_anticipate,Q2_anticipate,Q3_anticipate,Q4_anticipate,Q5_anticipate,Q6_anticipate
T1747,user592,10/17/2022 21:58,10/17/2022 22:23,24 mins 8 secs,3.0,44791,\(\int{\frac{11}{r}} d{a}\),11*log(abs(r))+c,\({11\cdot \ln \left( \left| r\right| \right)}\),11*log(abs(t))+c,score,0,# = 0 | prt1-1-F | prt1-2-F,577817,\({{\left(5\cdot x+2\right)}^6}\),(5*x+2)^7/35+c,\({\frac{{\left(5\cdot x+2\right)}^7}{35}}\);\({\frac{7\cdot {\left(5\cdot x+2\right)}^7}{6}+c}\);\({\frac{7\cdot {\left(5\cdot x+2\right)}^7}{5}+c}\),1/35*(5*x+2)^7 +c,score,1,# = 1 | ATInt_true. | prt1-1-T,1237274184,\(\int{x^{\frac{3}{5}}} dx\),(5*x^(8/5))/8+c,\({\frac{5\cdot x^{\frac{8}{5}}}{8}}\);\({x^{\frac{8}{5}}+c}\);\({\frac{3}{5\cdot x^{\frac{2}{5}}}}\);\({\frac{8\cdot x^{\frac{8}{5}}}{5}+c}\),5/8*x^(8/5) +c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,2027065895,\(\int{\frac{5}{x^{\frac{3}{2}}}} dx\),c-10/sqrt(x),\({-\frac{10}{\sqrt{x}}}\);\({-\frac{5}{x^{\frac{3}{2}}}}\);\({\frac{10}{\sqrt{x}}+c}\);\({-\frac{15}{2\cdot x^{\frac{5}{2}}}}\),-10*x^(-1/2) +c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,857077,\(\int{{\left(2-6\cdot z\right)}^{16}} d{z}\),c-(2-6*z)^17/102,\({-96\cdot {\left(2-6\cdot z\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),1/34*(2-6*z)^17 +c,score,0,# = 0 | prt1-1-F | prt1-2-F,289002,"\(\int{\frac{8\,x}{\sqrt{x^2-1}}} dx\)",8*sqrt(x^2-1)+c,"\({8\,\sqrt{x^2-1}}\);\({\frac{u^3}{9}+c}\);\({\frac{8}{\sqrt{x^2-1}}-\frac{8\,x^2}{{\left(x^2-1\right)}^{\frac{3}{2}}}}\)",4*(x^2 -1)^(1/2) +c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,0,-1,-1,-1,0,0
T1748,user593,10-07-22 18:43,10-11-22 10:42,3 days 15 hours,0.0,133548,\(\int{\frac{2}{t}} d{a}\),2*log(abs(t))+c,\({2\cdot \ln \left( \left| t\right| \right)}\),{-1/t^2+C},score,0,# = 0 | ATAlgEquiv_SA_not_expression. | prt1-1-F | ATAlgEquiv_SA_not_expression. | prt1-2-F,790524,\({{\left(8\cdot x+3\right)}^5}\),(16384*x^6)/3+12288*x^5+11520*x^4+5760*x^3+1620*x^2+243*x+c,\({\frac{16384\cdot x^6}{3}+12288\cdot x^5+11520\cdot x^4+5760\cdot x^3+1620\cdot x^2+243\cdot x}\);\({\frac{6\cdot {\left(8\cdot x+3\right)}^6}{5}+c}\);\({\frac{3\cdot {\left(8\cdot x+3\right)}^6}{4}+c}\),{(4/3)*x^6+(3^5)*x+c},score,0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATInt_SA_not_expression. | prt1-2-F | ATInt_SA_not_expression. | prt1-3-F | ATInt_SA_not_expression. | prt1-4-F | ATInt_SA_not_expression. | prt1-5-F,459169225,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),{[(2/3)*x^(3/2)]+C},score,0.0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATAlgEquiv_SA_not_expression. | prt1-2-F | ATAlgEquiv_SA_not_expression. | prt1-3-F | ATAlgEquiv_SA_not_expression. | prt1-4-F | ATAlgEquiv_SA_not_expression. | prt1-5-F,1567885889,\(\int{\frac{5}{x^{\frac{9}{2}}}} dx\),c-10/(7*x^(7/2)),\({-\frac{10}{7\cdot x^{\frac{7}{2}}}}\);\({-\frac{5}{x^{\frac{9}{2}}}}\);\({\frac{10}{7\cdot x^{\frac{7}{2}}}+c}\);\({-\frac{45}{2\cdot x^{\frac{11}{2}}}}\),{[(-10/7)*x^(7/2)]+c},score,0.0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATAlgEquiv_SA_not_expression. | prt1-2-F | ATAlgEquiv_SA_not_expression. | prt1-3-F | ATAlgEquiv_SA_not_expression. | prt1-4-F | ATAlgEquiv_SA_not_expression. | prt1-5-F,154307,\(\int{{\left(6\cdot z+5\right)}^{12}} d{z}\),(6*z+5)^13/78+c,\({72\cdot {\left(6\cdot z+5\right)}^{11}}\);\({\frac{u^{12}+1}{13}}\),{(6/11)*z^11+(5^12)*z+c},score,0,# = 0 | ATAlgEquiv_SA_not_expression. | prt1-1-F | ATAlgEquiv_SA_not_expression. | prt1-2-F,732163,"\(\int{\frac{5\,x}{{\left(x^2-5\right)}^{\frac{1}{7}}}} dx\)",(35*(x^2-5)^(6/7))/12+c,"\({\frac{35\,{\left(x^2-5\right)}^{\frac{6}{7}}}{12}}\);\({\frac{u^8}{64}+c}\);\({\frac{5}{{\left(x^2-5\right)}^{\frac{1}{7}}}-\frac{10\,x^2}{7\,{\left(x^2-5\right)}^{\frac{8}{7}}}}\)",{x-(1/2)},score,0.0,# = 0 | ATInt_SA_not_expression. | prt1-1-F | ATAlgEquiv_SA_not_expression. | prt1-2-F,0,0,0,0,0,0
T1749,user593,10-11-22 10:52,1/14/2023 12:32,95 days 1 hour,1.0,438122,\(\int{\frac{11}{r}} d{a}\),11*log(abs(r))+c,\({11\cdot \ln \left( \left| r\right| \right)}\),r/11,score,0,# = 0 | prt1-1-F | prt1-2-F,662182,\({{\left(7\cdot x+6\right)}^2}\),(49*x^3)/3+42*x^2+36*x+c,\({\frac{49\cdot x^3}{3}+42\cdot x^2+36\cdot x}\);\({\frac{3\cdot {\left(7\cdot x+6\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(7\cdot x+6\right)}^3}{7}+c}\),49*x^2+84*x+36,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1521519531,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),3*sqrt(x),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,1263678386,\(\int{\frac{10}{x^{\frac{5}{2}}}} dx\),c-20/(3*x^(3/2)),\({-\frac{20}{3\cdot x^{\frac{3}{2}}}}\);\({-\frac{10}{x^{\frac{5}{2}}}}\);\({\frac{20}{3\cdot x^{\frac{3}{2}}}+c}\);\({-\frac{25}{x^{\frac{7}{2}}}}\),(10*sqrt(x))/x^3,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,408169,\(\int{{\left(4\cdot z+3\right)}^{13}} d{z}\),(4*z+3)^14/56+c,\({52\cdot {\left(4\cdot z+3\right)}^{12}}\);\({\frac{u^{13}+1}{14}}\),((4*z+3)^14)/56+c,score,1,# = 1 | prt1-1-T,516538,"\(\int{\frac{4\,x}{{\left(x^2-4\right)}^{\frac{1}{6}}}} dx\)",(12*(x^2-4)^(5/6))/5+c,"\({\frac{12\,{\left(x^2-4\right)}^{\frac{5}{6}}}{5}}\);\({\frac{u^7}{49}+c}\);\({\frac{4}{{\left(x^2-4\right)}^{\frac{1}{6}}}-\frac{4\,x^2}{3\,{\left(x^2-4\right)}^{\frac{7}{6}}}}\)",4*x*(sqrt(x^(2)-4)^5)^(1/6)/(x^2-4),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,0,0,0,0,-1,0
T1750,user594,10-11-22 6:09,10-12-22 7:28,1 day 1 hour,0.5,465768,\(\int{\frac{5}{r}} d{a}\),5*log(abs(r))+c,\({5\cdot \ln \left( \left| r\right| \right)}\),(5/r)*x+c,valid,0,!,149866,\({{\left(4\cdot x+4\right)}^5}\),(512*x^6)/3+1024*x^5+2560*x^4+(10240*x^3)/3+2560*x^2+1024*x+c,\({\frac{512\cdot x^6}{3}+1024\cdot x^5+2560\cdot x^4+\frac{10240\cdot x^3}{3}+2560\cdot x^2+1024\cdot x}\);\({\frac{6\cdot {\left(4\cdot x+4\right)}^6}{5}+c}\);\({\frac{3\cdot {\left(4\cdot x+4\right)}^6}{2}+c}\),512/3*x^6+1024*x^5+2560*x^3+10240/3*x^4+2560*x^2+1024,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,677736740,\(\int{x^{\frac{8}{5}}} dx\),(5*x^(13/5))/13+c,\({\frac{5\cdot x^{\frac{13}{5}}}{13}}\);\({x^{\frac{13}{5}}+c}\);\({\frac{8\cdot x^{\frac{3}{5}}}{5}}\);\({\frac{13\cdot x^{\frac{13}{5}}}{5}+c}\),5/13*x^(13/5),score,0.5,# = 0.5 | ATInt_const. | prt1-1-F | prt1-2-T,1073098011,\(\int{\frac{6}{x^{\frac{3}{2}}}} dx\),c-12/sqrt(x),\({-\frac{12}{\sqrt{x}}}\);\({-\frac{6}{x^{\frac{3}{2}}}}\);\({\frac{12}{\sqrt{x}}+c}\);\({-\frac{9}{x^{\frac{5}{2}}}}\),15/x^(3/2),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,693835,\(\int{{\left(2-6\cdot t\right)}^{15}} d{t}\),c-(2-6*t)^16/96,\({-90\cdot {\left(2-6\cdot t\right)}^{14}}\);\({\frac{u^{15}+1}{16}}\),256,score,0,# = 0 | prt1-1-F | prt1-2-F,350898,"\(\int{\frac{9\,x}{{\left(x^2-7\right)}^{\frac{1}{6}}}} dx\)",(27*(x^2-7)^(5/6))/5+c,"\({\frac{27\,{\left(x^2-7\right)}^{\frac{5}{6}}}{5}}\);\({\frac{u^7}{49}+c}\);\({\frac{9}{{\left(x^2-7\right)}^{\frac{1}{6}}}-\frac{3\,x^2}{{\left(x^2-7\right)}^{\frac{7}{6}}}}\)",6,score,0.0,# = 0 | ATInt_generic. ATInt_var_SB_notSA. | prt1-1-F | prt1-2-F,0,0,1,0,0,0
T1751,user594,10-12-22 9:45,10-12-22 11:03,1 hour 18 mins,6.0,732397,\(\int{\frac{2}{p}} d{a}\),2*log(abs(p))+c,\({2\cdot \ln \left( \left| p\right| \right)}\),2*ln(|p|)+c,score,1,# = 1 | prt1-1-T,667707,\({{\left(4\cdot x+8\right)}^5}\),(512*x^6)/3+2048*x^5+10240*x^4+(81920*x^3)/3+40960*x^2+32768*x+c,\({\frac{512\cdot x^6}{3}+2048\cdot x^5+10240\cdot x^4+\frac{81920\cdot x^3}{3}+40960\cdot x^2+32768\cdot x}\);\({\frac{6\cdot {\left(4\cdot x+8\right)}^6}{5}+c}\);\({\frac{3\cdot {\left(4\cdot x+8\right)}^6}{2}+c}\),1/24*(4*x+8)^6+c,score,1,# = 1 | ATInt_true. | prt1-1-T,1555263758,\(\int{x^{\frac{7}{2}}} dx\),(2*x^(9/2))/9+c,\({\frac{2\cdot x^{\frac{9}{2}}}{9}}\);\({x^{\frac{9}{2}}+c}\);\({\frac{7\cdot x^{\frac{5}{2}}}{2}}\);\({\frac{9\cdot x^{\frac{9}{2}}}{2}+c}\),2/9*x^(9/2)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1339791930,\(\int{\frac{2}{x^{\frac{11}{2}}}} dx\),c-4/(9*x^(9/2)),\({-\frac{4}{9\cdot x^{\frac{9}{2}}}}\);\({-\frac{2}{x^{\frac{11}{2}}}}\);\({\frac{4}{9\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{11}{x^{\frac{13}{2}}}}\),-4/9*x^(-9/2)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,955836,\(\int{{\left(7\cdot t+3\right)}^{11}} d{t}\),(7*t+3)^12/84+c,\({77\cdot {\left(7\cdot t+3\right)}^{10}}\);\({\frac{u^{11}+1}{12}}\),1/84*(7*t+3)^12+c,score,1,# = 1 | prt1-1-T,352491,"\(\int{\frac{7\,x}{{\left(x^2-7\right)}^{\frac{1}{5}}}} dx\)",(35*(x^2-7)^(4/5))/8+c,"\({\frac{35\,{\left(x^2-7\right)}^{\frac{4}{5}}}{8}}\);\({\frac{u^6}{36}+c}\);\({\frac{7}{{\left(x^2-7\right)}^{\frac{1}{5}}}-\frac{14\,x^2}{5\,{\left(x^2-7\right)}^{\frac{6}{5}}}}\)",35/8*(x^2-7)^(4/5)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,-1,-1,-1,-1,-1
T1752,user595,10-05-22 21:10,10-05-22 21:46,35 mins 31 secs,0.5,459158,\(\int{\frac{10}{z}} d{a}\),10*log(abs(z))+c,\({10\cdot \ln \left( \left| z\right| \right)}\),10,score,0,# = 0 | prt1-1-F | prt1-2-F,970056,\({{\left(9\cdot x+3\right)}^4}\),(6561*x^5)/5+2187*x^4+1458*x^3+486*x^2+81*x+c,\({\frac{6561\cdot x^5}{5}+2187\cdot x^4+1458\cdot x^3+486\cdot x^2+81\cdot x}\);\({\frac{5\cdot {\left(9\cdot x+3\right)}^5}{4}+c}\);\({\frac{5\cdot {\left(9\cdot x+3\right)}^5}{9}+c}\),((9*x^3)/2+3*x)^4,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,705367860,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),(x^(4/3))/(4/3),score,0.5,# = 0.5 | ATInt_const. | prt1-1-F | prt1-2-T,28370616,\(\int{\frac{6}{x^{\frac{11}{2}}}} dx\),c-4/(3*x^(9/2)),\({-\frac{4}{3\cdot x^{\frac{9}{2}}}}\);\({-\frac{6}{x^{\frac{11}{2}}}}\);\({\frac{4}{3\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{33}{x^{\frac{13}{2}}}}\),(6*x)/(x^18/9),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,611590,\(\int{{\left(2\cdot t+4\right)}^{16}} d{t}\),(2*t+4)^17/34+c,\({32\cdot {\left(2\cdot t+4\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),(2*t+4)^17/34,score,0,# = 0 | prt1-1-F | prt1-2-F,35482,"\(\int{\frac{5\,x}{{\left(x^2-5\right)}^{\frac{1}{7}}}} dx\)",(35*(x^2-5)^(6/7))/12+c,"\({\frac{35\,{\left(x^2-5\right)}^{\frac{6}{7}}}{12}}\);\({\frac{u^8}{64}+c}\);\({\frac{5}{{\left(x^2-5\right)}^{\frac{1}{7}}}-\frac{10\,x^2}{7\,{\left(x^2-5\right)}^{\frac{8}{7}}}}\)",,blank,0.0,!,0,0,1,0,0,-1
T1753,user595,10-09-22 14:08,10-09-22 15:21,1 hour 12 mins,4.0,183745,\(\int{\frac{6}{z}} d{a}\),6*log(abs(z))+c,\({6\cdot \ln \left( \left| z\right| \right)}\),6*log(abs(z)) +c,score,1,# = 1 | prt1-1-T,215171,\({{\left(2\cdot x+5\right)}^5}\),(16*x^6)/3+80*x^5+500*x^4+(5000*x^3)/3+3125*x^2+3125*x+c,\({\frac{16\cdot x^6}{3}+80\cdot x^5+500\cdot x^4+\frac{5000\cdot x^3}{3}+3125\cdot x^2+3125\cdot x}\);\({\frac{6\cdot {\left(2\cdot x+5\right)}^6}{5}+c}\);\({3\cdot {\left(2\cdot x+5\right)}^6+c}\),,blank,0,!,322436441,\(\int{x^{\frac{8}{3}}} dx\),(3*x^(11/3))/11+c,\({\frac{3\cdot x^{\frac{11}{3}}}{11}}\);\({x^{\frac{11}{3}}+c}\);\({\frac{8\cdot x^{\frac{5}{3}}}{3}}\);\({\frac{11\cdot x^{\frac{11}{3}}}{3}+c}\),3*x^(11/3)/(11)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1970119822,\(\int{\frac{10}{x^{\frac{3}{2}}}} dx\),c-20/sqrt(x),\({-\frac{20}{\sqrt{x}}}\);\({-\frac{10}{x^{\frac{3}{2}}}}\);\({\frac{20}{\sqrt{x}}+c}\);\({-\frac{15}{x^{\frac{5}{2}}}}\),c-20*x^(-1/2),score,1.0,# = 1 | ATInt_true. | prt1-1-T,350215,\(\int{{\left(5-5\cdot z\right)}^{14}} d{z}\),c-(5-5*z)^15/75,\({-70\cdot {\left(5-5\cdot z\right)}^{13}}\);\({\frac{u^{14}+1}{15}}\),C-(5-5*z)/(75)+c,score,0,# = 0 | prt1-1-F | prt1-2-F,54478,"\(\int{\frac{7\,x}{{\left(x^2-5\right)}^{\frac{1}{3}}}} dx\)",(21*(x^2-5)^(2/3))/4+c,"\({\frac{21\,{\left(x^2-5\right)}^{\frac{2}{3}}}{4}}\);\({\frac{u^4}{16}+c}\);\({\frac{7}{{\left(x^2-5\right)}^{\frac{1}{3}}}-\frac{14\,x^2}{3\,{\left(x^2-5\right)}^{\frac{4}{3}}}}\)",21*(x^2-5)^(2/3)/(4)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,-1,-1,-1,0,-1
T1754,user595,10-09-22 15:44,10-09-22 16:19,35 mins 45 secs,5.0,775773,\(\int{\frac{4}{z}} d{a}\),4*log(abs(z))+c,\({4\cdot \ln \left( \left| z\right| \right)}\),4*log(abs(z))+c,score,1,# = 1 | prt1-1-T,810902,\({{\left(8\cdot x+7\right)}^3}\),128*x^4+448*x^3+588*x^2+343*x+c,\({128\cdot x^4+448\cdot x^3+588\cdot x^2+343\cdot x}\);\({\frac{4\cdot {\left(8\cdot x+7\right)}^4}{3}+c}\);\({\frac{{\left(8\cdot x+7\right)}^4}{2}+c}\),128*x^4+64*x^3/(3)+4*x^2+399*x,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1237274184,\(\int{x^{\frac{3}{5}}} dx\),(5*x^(8/5))/8+c,\({\frac{5\cdot x^{\frac{8}{5}}}{8}}\);\({x^{\frac{8}{5}}+c}\);\({\frac{3}{5\cdot x^{\frac{2}{5}}}}\);\({\frac{8\cdot x^{\frac{8}{5}}}{5}+c}\),5*x^(8/5)/(8)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1777154411,\(\int{\frac{7}{x^{\frac{3}{2}}}} dx\),c-14/sqrt(x),\({-\frac{14}{\sqrt{x}}}\);\({-\frac{7}{x^{\frac{3}{2}}}}\);\({\frac{14}{\sqrt{x}}+c}\);\({-\frac{21}{2\cdot x^{\frac{5}{2}}}}\),c-14*x^(-1/2),score,1.0,# = 1 | ATInt_true. | prt1-1-T,585348,\(\int{{\left(7\cdot x+1\right)}^{10}} d{x}\),(7*x+1)^11/77+c,\({70\cdot {\left(7\cdot x+1\right)}^9}\);\({\frac{u^{10}+1}{11}}\),(7*x+1)^11/(77)+c,score,1,# = 1 | prt1-1-T,890097,"\(\int{\frac{6\,x}{{\left(x^2-2\right)}^{\frac{1}{9}}}} dx\)",(27*(x^2-2)^(8/9))/8+c,"\({\frac{27\,{\left(x^2-2\right)}^{\frac{8}{9}}}{8}}\);\({\frac{u^{10}}{100}+c}\);\({\frac{6}{{\left(x^2-2\right)}^{\frac{1}{9}}}-\frac{4\,x^2}{3\,{\left(x^2-2\right)}^{\frac{10}{9}}}}\)",54*(x^2-2)^(8/9)/(16)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,0,-1,-1,-1,-1
T1755,user596,10-05-22 15:31,10-09-22 16:28,4 days,1.5,757279,\(\int{\frac{13}{y}} d{a}\),13*log(abs(y))+c,\({13\cdot \ln \left( \left| y\right| \right)}\),-ln(y)+c,score,0,# = 0 | prt1-1-F | prt1-2-F,11511,\({{\left(5\cdot x+6\right)}^3}\),(125*x^4)/4+150*x^3+270*x^2+216*x+c,\({\frac{125\cdot x^4}{4}+150\cdot x^3+270\cdot x^2+216\cdot x}\);\({\frac{4\cdot {\left(5\cdot x+6\right)}^4}{3}+c}\);\({\frac{4\cdot {\left(5\cdot x+6\right)}^4}{5}+c}\),1/20*(5*x+6)^4,score,0,# = 0 | ATInt_const_int. | prt1-1-F | ATInt_const_int. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,677736740,\(\int{x^{\frac{8}{5}}} dx\),(5*x^(13/5))/13+c,\({\frac{5\cdot x^{\frac{13}{5}}}{13}}\);\({x^{\frac{13}{5}}+c}\);\({\frac{8\cdot x^{\frac{3}{5}}}{5}}\);\({\frac{13\cdot x^{\frac{13}{5}}}{5}+c}\),x^(13/5)/(13/5),score,0.5,# = 0.5 | ATInt_const. | prt1-1-F | prt1-2-T,440436782,\(\int{\frac{6}{x^{\frac{7}{2}}}} dx\),c-12/(5*x^(5/2)),\({-\frac{12}{5\cdot x^{\frac{5}{2}}}}\);\({-\frac{6}{x^{\frac{7}{2}}}}\);\({\frac{12}{5\cdot x^{\frac{5}{2}}}+c}\);\({-\frac{21}{x^{\frac{9}{2}}}}\),ln(x)^3*ln(x)^(1/2),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,166039,\(\int{{\left(3-8\cdot t\right)}^{12}} d{t}\),c-(3-8*t)^13/104,\({-96\cdot {\left(3-8\cdot t\right)}^{11}}\);\({\frac{u^{12}+1}{13}}\),-1/104*(3-8*t)^13+c,score,1,# = 1 | prt1-1-T,445627,"\(\int{\frac{8\,x}{{\left(x^2-4\right)}^{\frac{1}{5}}}} dx\)",5*(x^2-4)^(4/5)+c,"\({5\,{\left(x^2-4\right)}^{\frac{4}{5}}}\);\({\frac{u^6}{36}+c}\);\({\frac{8}{{\left(x^2-4\right)}^{\frac{1}{5}}}-\frac{16\,x^2}{5\,{\left(x^2-4\right)}^{\frac{6}{5}}}}\)",8/[1/5*(x^2-4)^(-4/5)],valid,0.0,!,0,0,1,0,-1,0
T1756,user596,10-09-22 17:48,10-10-22 8:03,14 hours 15 mins,3.0,89757,\(\int{\frac{8}{p}} d{a}\),8*log(abs(p))+c,\({8\cdot \ln \left( \left| p\right| \right)}\),8*log(p)+c,score,0,# = 0 | prt1-1-F | prt1-2-F,20179,\({{\left(9\cdot x+7\right)}^5}\),(19683*x^6)/2+45927*x^5+(178605*x^4)/2+92610*x^3+(108045*x^2)/2+16807*x+c,\({\frac{19683\cdot x^6}{2}+45927\cdot x^5+\frac{178605\cdot x^4}{2}+92610\cdot x^3+\frac{108045\cdot x^2}{2}+16807\cdot x}\);\({\frac{6\cdot {\left(9\cdot x+7\right)}^6}{5}+c}\);\({\frac{2\cdot {\left(9\cdot x+7\right)}^6}{3}+c}\),(9*x+7)^6/54+c,score,1,# = 1 | ATInt_true. | prt1-1-T,716762077,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),2*x^(3/2)/3+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,239522175,\(\int{\frac{9}{x^{\frac{7}{2}}}} dx\),c-18/(5*x^(5/2)),\({-\frac{18}{5\cdot x^{\frac{5}{2}}}}\);\({-\frac{9}{x^{\frac{7}{2}}}}\);\({\frac{18}{5\cdot x^{\frac{5}{2}}}+c}\);\({-\frac{63}{2\cdot x^{\frac{9}{2}}}}\),c-18/5*x^(5/2),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,646131,\(\int{{\left(1-7\cdot t\right)}^{11}} d{t}\),c-(1-7*t)^12/84,\({-77\cdot {\left(1-7\cdot t\right)}^{10}}\);\({\frac{u^{11}+1}{12}}\),-12/7*(1-7*t)^12+c,score,0,# = 0 | prt1-1-F | prt1-2-F,553133,"\(\int{\frac{6\,x}{{\left(x^2-2\right)}^{\frac{1}{8}}}} dx\)",(24*(x^2-2)^(7/8))/7+c,"\({\frac{24\,{\left(x^2-2\right)}^{\frac{7}{8}}}{7}}\);\({\frac{u^9}{81}+c}\);\({\frac{6}{{\left(x^2-2\right)}^{\frac{1}{8}}}-\frac{3\,x^2}{2\,{\left(x^2-2\right)}^{\frac{9}{8}}}}\)",24/7*(x^2-2)^(7/8)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,0,-1,-1,0,0,-1
